date,open,high,low,close,volume,percent_change_price,percent_change_volume_over_last_wk,percent_change_next_weeks_price,quarter,stock_AA,stock_AXP,stock_BA,stock_BAC,stock_CAT,stock_CSCO,stock_CVX,stock_DD,stock_DIS,stock_GE,stock_HD,stock_HPQ,stock_IBM,stock_INTC,stock_JNJ,stock_JPM,stock_KO,stock_KRFT,stock_MCD,stock_MMM,stock_MRK,stock_MSFT,stock_PFE,stock_PG,stock_T,stock_TRV,stock_UTX,stock_VZ,stock_WMT,stock_XOM
2011-03-25,-1.1413155086137368,-1.1257111223429592,-1.1319918301165497,-1.116516093247505,-0.13195004387503761,1.7195979388364957,-0.7973339282157422,0.6729869680911401,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-14,-0.2916291776016401,-0.25543666853344754,-0.2706097702697876,-0.2302447320731176,-0.5901502125638812,1.8408292440240923,-1.1881404950492247,-0.09710039902564803,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-21,-0.235736798530751,-0.24163707360920156,-0.2488812138051845,-0.23784308050568265,-0.5051974357241903,-0.038078170348796965,1.0916729848558975,-1.8591116726411137,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-28,-0.2351259528578452,-0.25483668614543675,-0.28892383928995286,-0.3028849430884395,-0.42227434424378085,-1.9119280348719077,0.6631190166373605,-0.3365024119942804,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-04,-0.29376713745681077,-0.31603488972252775,-0.29730485392629985,-0.30410067883764985,-0.500743180796349,-0.29267553660023055,-0.7104194506773416,2.3115341094191666,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-11,-0.2989593256765109,-0.23923714405715882,-0.2746450736132137,-0.21504803520798751,-0.4728095479512534,2.523437476525546,0.12720022274429751,-0.7928498080034827,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-18,-0.22382530790908606,-0.23503726734108396,-0.2234277619466495,-0.2521279755589049,-0.5727056857703597,-0.7779882692666265,-0.994634376282317,-1.2512370014792273,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-25,-0.2690278877041222,-0.2893356734560518,-0.30165056521922046,-0.3129147630194253,-0.49973997461359426,-1.2654702696690292,0.8201234020395427,-0.08120752179613876,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-04,-0.30598405091492875,-0.302535285992287,-0.30972117190607296,-0.30714001821067594,-0.5041426236352574,-0.021176538509466523,-0.17970954661571698,0.2871053710449016,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-11,-0.3020135540410404,-0.2767360433078272,-0.2855093518455153,-0.2901197177217302,-0.5131676234772943,0.3705139544441653,-0.2249006428682577,0.1928922725156534,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-18,-0.3020135540410404,-0.30883510106639933,-0.32710401707775544,-0.29346299103205875,-0.48590001146979267,0.2703209508244496,0.13387464183602885,0.6325178371389161,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-25,-0.2748309215967282,-0.2746361049497898,-0.26781609872433854,-0.25030437193508925,-0.5580100634079928,0.7378504820174366,-0.7858377364529037,-0.22109683205159378,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-14,0.47864721593269044,0.4720419769295191,0.4849231787994086,0.49372590658168,-0.6367294218618518,0.36201985304398504,-1.324130666009194,0.3620925332320461,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-21,0.5226281043819146,0.5467397842368503,0.5432798733043427,0.5426592704873993,-0.56593295506858,0.45026071078416957,1.271932123222807,-1.275421561496903,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-28,0.5427860115878089,0.5416399339387594,0.5050996955165401,0.4681954558482617,-0.5308263841990641,-1.2911898749810227,0.3069226916823665,1.0772312501759624,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-04,0.4737604505494434,0.5062409730461287,0.5088245909104723,0.5335412523683208,-0.6108350217647746,1.2107907981490011,-0.9972851666005819,0.3007746436438947,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-11,0.5400372060597328,0.5467397842368503,0.571837404657821,0.5566402316033188,-0.6171559787169449,0.3850508447531558,-0.24219355810154003,0.10306642897936012,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-18,0.5788259062892568,0.5482397402068774,0.569974956960855,0.5839942859605531,-0.655451884074473,0.17479367057284165,-0.7967382929339765,-0.09857806888096844,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-25,0.5681361070134034,0.5857386394575458,0.536140490465973,0.5615031746001603,-0.5878820530419565,-0.039649631042416984,1.44715379467099,-0.419916229203427,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-04,0.571801181050839,0.5440398634908026,0.49268337753676683,0.5463064777350302,-0.5795331214962329,-0.3813838056205492,-0.018793513136760014,-0.051631022011241916,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-11,0.5452293942794325,0.5320402157305885,0.5333468189205239,0.5414435347381887,-0.5925019693111014,0.010277244417402437,-0.31478851111880574,-1.1652161503073177,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-18,0.532096212311956,0.49394133409190955,0.45357197590048165,0.4642443146633276,-0.56493183470404,-1.1739894927135563,0.2666112958031774,1.5574063355595225,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-25,0.5052190027040969,0.5620393351311233,0.537071714314456,0.5931123040796311,-0.5999553215779788,1.7214436141477942,-0.5797229934518653,0.1880403343797681,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-14,-1.2088139554698378,-1.1854093699500234,-1.1993503551568192,-1.1724399377111836,4.246197535785922,3.0328198926347434,-1.3140577032783103,-2.1402055305166385,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-21,-1.1810204773526198,-1.1881092906960715,-1.2040064743992342,-1.2028333314414437,5.7037048942181805,-2.2108635158109933,0.5804373588999265,-1.7861222347499306,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-28,-1.2063705727782144,-1.2151084981565528,-1.220768503671928,-1.2225890373661128,6.177255151858452,-1.8343058026239998,0.04274739681603465,1.5165803339639812,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-04,-1.2228634059466734,-1.2088086830824405,-1.2133187128840641,-1.2016175956922335,4.2215659966299315,1.6780262996820066,-0.8338096121705937,0.600504662166777,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-11,-1.1984295790304378,-1.1968090353222267,-1.1912797484699666,-1.1870287667017083,4.150985290294327,0.7038053629635679,-0.17302783322026238,-0.1234844467314176,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-18,-1.190488585282661,-1.194409105770184,-1.1807258781871597,-1.1876366345763136,2.255707247169052,-0.06613686949524586,-1.0904783377943417,-0.5428375048943838,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-25,-1.202400075904326,-1.2073087271124137,-1.208662593641649,-1.2043530011279568,3.9272125205577284,-0.5121071552662534,1.2296808815477442,-0.46748896422421665,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-04,-1.2057597271053084,-1.2085086918884353,-1.2080417777426604,-1.2067844726263777,3.8430891229430704,-0.43197608298480566,-0.18235368811459335,0.4572192206081875,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-11,-1.208508532633385,-1.2019088856203177,-1.204627290298223,-1.1988821902565099,4.53752116021519,0.551425290671651,0.23424307040689998,-0.6521676438745685,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-18,-1.2060651499417614,-1.2124085774105047,-1.2126978969850755,-1.2092159441247985,4.453102596293604,-0.6283767099416577,-0.17738914406788453,-2.347701392140796,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-25,-1.2078976869604792,-1.2163084629325742,-1.2232517672678827,-1.2304913197359806,3.9615741516506344,-2.431529579652755,-0.370752336061157,-0.21257739066232906,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-14,1.2052481438542495,1.198020666422459,1.2348687847777073,1.2213437524841093,-0.6309880196994512,0.33083792770355314,-0.5909495730820459,-0.6351392793886842,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-21,1.2342633133172793,1.2610188171635819,1.2305230734847867,1.1830480763839812,-0.5721391656994652,-0.6102675190626168,0.982087288530998,1.1308031685375766,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-28,1.189977002031602,1.2907179453701114,1.2348687847777073,1.2721007200136438,-0.5308303650193162,1.2677630397386777,0.4027748115911506,1.2794679654775438,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-04,1.2944316120985098,1.3486162458131432,1.3385450399088128,1.3909388894989612,-0.555569241565015,1.4258639065019791,-0.4037406385100155,1.4055597550943966,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-11,1.4010241820205884,1.4635128731171911,1.4285633452621682,1.510992794733489,-0.5788415181311339,1.5599590093137787,-0.4181378662191683,0.7616824708213884,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-18,1.521360779583049,1.5328108389324262,1.5297563367973197,1.5815054681876923,-0.6531973711991648,0.8752134688219686,-1.1474549527350513,-1.097192849157882,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-25,1.5610657483219321,1.5160113320681268,1.4062139728985767,1.4641869683888882,-0.5754572747877339,-1.1016486084343433,1.6474893020831745,0.04440854047050611,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-04,1.4957052613210016,1.4899120981896619,1.447187822231828,1.4957960978683589,-0.5642399944636863,0.11241264152869067,0.011431799441620599,-1.3076037804579816,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-11,1.5170848598727078,1.4905120805776724,1.3745523620501552,1.4040080488029727,-0.5065836757736217,-1.3254147676041734,0.5864475562970075,0.8318207000991176,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-18,1.4917347644471133,1.5262110326643086,1.4223551862722816,1.5571907532034843,-0.4040586832184035,0.9498035202013142,0.8579119836566573,0.6969611622559128,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-25,1.6233720069583333,1.6615070611607203,1.6424344224637608,1.679676129936433,-0.5116935553473242,0.8063841615960705,-0.8830547721334753,1.1550966680147912,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-14,-1.0020426951911932,-1.006014635934826,-0.9941707005410678,-0.9912953110788328,0.25730094943371634,0.5030701955029082,-1.3482955101734728,-0.9577578540140358,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-21,-0.9934908557705108,-1.0030147239947724,-1.0003788595309546,-1.0061880740066604,0.5139065968487624,-0.9533633785538574,0.4841183377505748,0.08961315703290135,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-28,-1.0050969235557228,-0.9946149705626227,-0.9932394766925849,-0.9998054613233057,0.9875281999997679,0.16048649093571185,0.7791085165969907,1.9375674840200334,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-04,-1.0023481180276463,-0.978415446086334,-0.9938602925915736,-0.9657648603454142,0.7943912307356983,2.125734396622743,-0.41074516266425726,-5.8662806477972,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-11,-0.9663082233261986,-0.9727156134002325,-1.0590459619853827,-1.067582729341786,5.82159116808061,-6.173440519868721,7.8411963275203895,-0.05267808047873596,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-18,-1.066181490846312,-1.074412628168045,-1.0605980017328542,-1.0630237202822468,1.80718797932257,0.009163726929267629,-1.6433770786626336,-0.25312353054284803,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-25,-1.0695411420472944,-1.0807124432421573,-1.070841464066167,-1.0694063329656014,1.1159996591490144,-0.20400442078423037,-0.8024290229747832,-0.516462886086664,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-04,-1.0729007932482768,-1.0792124872721307,-1.0683582004702123,-1.076700747460864,1.2268558307655921,-0.48405848349000236,0.0077372470331992455,-0.9114961490408028,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-11,-1.0808417869960534,-1.0918121174203552,-1.0854306376924006,-1.0903777746394812,1.287058078113028,-0.9041653450935908,-0.06329965378113898,-1.485798683999215,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-18,-1.0976400430009656,-1.106511685926617,-1.1099528657024527,-1.1149964235609917,2.161866134349535,-1.5149200794369968,0.9163821965780985,-0.2026011657417107,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
